date,State,First Dose Administered,Second Dose Administered,Total Doses Administered,State_Code,Confirmed,Deceased,Recovered,YMD
2023-05-20,Ladakh,238303,204114,567133,LA,0,0,0,
2023-05-20,Lakshadweep,61813,60525,145292,LD,0,0,0,
2023-05-20,Karnataka,55174476,55391417,122149930,KA,41,1,25,
2023-05-20,Arunachal Pradesh,961348,821819,1924584,AR,5,0,1,
2023-05-20,Andhra Pradesh,44704287,47578748,110956994,AP,1,0,1,
2023-05-20,Punjab,24162654,20996055,47049291,PB,30,0,33,
2023-05-20,Himachal Pradesh,6646550,6328308,15325484,HP,28,0,16,
2023-05-20,Jharkhand,23968952,17859180,43871925,JH,3,0,17,
2023-05-20,Andaman and Nicobar Islands,347616,353285,991264,AN,0,0,0,
2023-05-21,Dadra and Nagar Haveli and Daman and Diu,782350,636961,1579870,DN,0,0,0,
2023-05-21,Tripura,2916816,2523858,5918997,TR,1,0,3,
2023-05-21,Lakshadweep,61813,60525,145292,LD,0,0,0,
2023-05-21,Karnataka,55174476,55391417,122149931,KA,28,1,6,
2023-05-21,Telangana,32448094,31562661,77611039,TG,15,0,8,
2023-05-21,Madhya Pradesh,60749332,59232191,133937710,MP,0,0,0,
2023-05-21,Goa,1440045,1295735,2874475,GA,16,0,21,
2023-05-21,Nagaland,923955,744983,1739837,NL,0,0,1,
2023-05-21,India,1027407258,951972709,2206671559,TT,473,7,958,
2023-05-21,Kerala,29150935,25271943,57508960,KL,110,1,247,
2023-05-21,Himachal Pradesh,6646550,6328308,15325484,HP,7,0,43,
2023-05-21,Arunachal Pradesh,961348,821819,1924584,AR,0,0,0,
2023-05-21,Rajasthan,57035167,51038380,115718619,RJ,3,1,84,
2023-05-21,Odisha,35250780,33012149,81545692,OR,15,0,63,
2023-05-21,Gujarat,54398047,54032327,128103985,GJ,9,0,7,
2023-05-21,Ladakh,238303,204114,567133,LA,0,0,0,
2023-05-21,Chhattisgarh,21267775,20343711,49167757,CT,4,0,18,
2023-05-21,Delhi,18297186,15717128,37407525,DL,10,2,74,
2023-05-21,Tamil Nadu,61215442,57221074,127531245,TN,10,0,23,
2023-05-21,Andaman and Nicobar Islands,347616,353285,991264,AN,0,0,0,
2023-05-21,Bihar,73485114,67912103,157287041,BR,17,0,19,
2023-05-21,Sikkim,591877,554656,1360477,SK,2,0,7,
2023-05-21,Meghalaya,1446865,1087793,2625680,ML,2,0,0,
2023-05-21,Uttar Pradesh,176999478,168969642,392007519,UP,34,1,34,
2023-05-21,Andhra Pradesh,44704289,47578748,110956996,AP,3,0,0,
2023-05-21,Uttarakhand,9118604,8733039,20143388,UT,4,0,14,
2023-05-21,Assam,24813013,22150254,50335778,AS,0,0,0,
2023-05-21,Jharkhand,23968955,17859279,43872176,JH,0,0,0,
2023-05-21,Puducherry,994613,868099,2274059,PY,11,0,3,
2023-05-21,Jammu and Kashmir,11372600,11768139,24782251,JK,5,0,7,
2023-05-21,Chandigarh,1185671,991035,2291182,CH,1,0,3,
2023-05-21,West Bengal,73527756,66707645,156099137,WB,61,0,165,
2023-05-21,Haryana,23681520,19849049,45544338,HR,3,1,14,
2023-05-21,Manipur,1649469,1339220,3269105,MN,0,0,0,
2023-05-21,Punjab,24162654,20996055,47049291,PB,21,0,17,
2023-05-21,Mizoram,894318,750177,1793298,MZ,6,0,2,
2023-05-21,Maharashtra,91672926,76628060,177961773,MH,75,0,75,
2023-05-22,Dadra and Nagar Haveli and Daman and Diu,782350,636961,1579870,DN,0,0,0,
2023-05-22,Odisha,35250780,33012149,81545692,OR,31,0,89,
2023-05-22,Arunachal Pradesh,961348,821819,1924584,AR,0,0,5,
2023-05-22,Jharkhand,23968968,17859530,43872657,JH,0,0,12,
2023-05-22,Kerala,29150947,25271946,57508975,KL,118,1,207,
2023-05-22,Mizoram,894318,750177,1793298,MZ,4,0,10,
2023-05-22,Bihar,73485123,67912117,157287148,BR,40,0,23,
2023-05-22,Goa,1440045,1295735,2874475,GA,13,0,10,
2023-05-22,Gujarat,54398054,54032346,128104011,GJ,5,0,7,
2023-05-22,Andaman and Nicobar Islands,347616,353285,991264,AN,0,0,0,
2023-05-22,Manipur,1649469,1339220,3269105,MN,0,0,0,
2023-05-22,Puducherry,994613,868099,2274059,PY,0,0,1,
2023-05-22,Karnataka,55174479,55391425,122149944,KA,21,0,94,
2023-05-22,Chhattisgarh,21267775,20343712,49167758,CT,24,1,44,
2023-05-22,Assam,24813013,22150254,50335778,AS,0,0,0,
2023-05-22,Uttar Pradesh,176999482,168969644,392007527,UP,10,0,17,
2023-05-22,Nagaland,923955,744983,1739837,NL,0,0,1,
2023-05-22,Haryana,23681520,19849049,45544512,HR,3,0,44,
2023-05-22,Delhi,18297190,15717138,37407543,DL,7,0,35,
2023-05-22,Madhya Pradesh,60749335,59232221,133937780,MP,1,0,1,
2023-05-22,Andhra Pradesh,44704291,47578749,110956999,AP,1,0,0,
2023-05-22,Chandigarh,1185671,991036,2291188,CH,3,0,1,
2023-05-22,Lakshadweep,61813,60525,145292,LD,0,0,0,
2023-05-22,Telangana,32448100,31562706,77611246,TG,13,0,11,
2023-05-22,Ladakh,238303,204114,567133,LA,0,0,1,
2023-05-22,Jammu and Kashmir,11372600,11768141,24782257,JK,1,0,18,
2023-05-22,Rajasthan,57035169,51038380,115718623,RJ,6,0,23,
2023-05-22,Tamil Nadu,61215444,57221083,127531256,TN,7,0,15,
2023-05-22,West Bengal,73527760,66707646,156099142,WB,37,1,145,
2023-05-22,Tripura,2916816,2523858,5918997,TR,15,0,11,
2023-05-22,Sikkim,591877,554656,1360477,SK,2,0,2,
2023-05-22,Himachal Pradesh,6646550,6328308,15325484,HP,3,0,31,
2023-05-22,Uttarakhand,9118604,8733039,20143388,UT,4,1,13,
2023-05-22,Maharashtra,91672957,76628097,177961848,MH,24,0,22,
2023-05-22,Meghalaya,1446865,1087793,2625680,ML,0,0,5,
2023-05-22,Punjab,24162661,20996059,47049302,PB,12,0,22,
2023-05-22,India,1027407366,951973204,2206673002,TT,405,4,920,
2023-05-23,Dadra and Nagar Haveli and Daman and Diu,782350,636961,1579870,DN,0,0,0,
2023-05-23,Rajasthan,57035174,51038385,115718634,RJ,8,0,15,
2023-05-23,Sikkim,591877,554656,1360477,SK,1,0,7,
2023-05-23,Puducherry,994613,868099,2274059,PY,4,0,5,
2023-05-23,Punjab,24162661,20996059,47049302,PB,10,0,19,
2023-05-23,West Bengal,73527760,66707646,156099143,WB,33,1,121,
2023-05-23,Uttarakhand,9118604,8733039,20143388,UT,2,0,12,
2023-05-23,Andhra Pradesh,44704291,47578752,110957002,AP,0,0,2,
2023-05-23,Mizoram,894318,750177,1793298,MZ,11,0,31,
2023-05-23,Arunachal Pradesh,961348,821819,1924584,AR,4,0,1,
2023-05-23,Madhya Pradesh,60749337,59232313,133938032,MP,0,0,3,
2023-05-23,Nagaland,923955,744983,1739837,NL,1,0,2,
2023-05-23,Bihar,73485131,67912120,157287213,BR,9,0,27,
2023-05-23,Meghalaya,1446865,1087793,2625680,ML,4,0,0,
2023-05-23,Karnataka,55174483,55391426,122149950,KA,22,0,32,
2023-05-23,Manipur,1649469,1339220,3269105,MN,0,0,0,
2023-05-23,Assam,24813013,22150254,50335778,AS,0,0,0,
2023-05-23,Uttar Pradesh,176999492,168969653,392007551,UP,46,0,53,
2023-05-23,Ladakh,238303,204114,567133,LA,2,0,0,
2023-05-23,Odisha,35250781,33012152,81545698,OR,41,0,69,
2023-05-23,Andaman and Nicobar Islands,347616,353285,991264,AN,0,0,0,
2023-05-23,Jammu and Kashmir,11372601,11768142,24782259,JK,6,0,9,
2023-05-23,Maharashtra,91672996,76628127,177961921,MH,39,1,70,
2023-05-23,Chandigarh,1185671,991036,2291192,CH,2,0,3,
2023-05-23,Haryana,23681522,19849051,45544782,HR,8,0,16,
2023-05-23,Lakshadweep,61813,60525,145292,LD,0,0,0,
2023-05-23,Kerala,29150953,25271946,57508981,KL,185,3,347,
2023-05-23,Telangana,32448108,31562744,77611491,TG,11,0,13,
2023-05-23,Goa,1440045,1295735,2874475,GA,14,0,41,
2023-05-23,Himachal Pradesh,6646550,6328308,15325484,HP,20,0,37,
2023-05-23,Delhi,18297194,15717148,37407557,DL,12,0,30,
2023-05-23,Gujarat,54398059,54032363,128104036,GJ,8,0,12,
2023-05-23,India,1027407470,951973568,2206674333,TT,552,6,1059,
2023-05-23,Tripura,2916816,2523858,5918997,TR,8,1,8,
2023-05-23,Chhattisgarh,21267776,20343730,49167777,CT,27,0,58,
2023-05-23,Tamil Nadu,61215446,57221102,127531290,TN,13,0,16,
2023-05-23,Jharkhand,23968977,17859649,43872974,JH,1,0,0,
2023-05-24,Jammu and Kashmir,11372601,11768142,24782259,JK,4,0,6,
2023-05-24,Uttarakhand,9118604,8733039,20143388,UT,5,0,6,
2023-05-24,Himachal Pradesh,6646550,6328308,15325484,HP,20,0,34,
2023-05-24,Uttar Pradesh,176999496,168969657,392007562,UP,41,0,38,
2023-05-24,Kerala,29150969,25271949,57509000,KL,132,3,270,
2023-05-24,Goa,1440045,1295735,2874475,GA,16,0,24,
2023-05-24,Lakshadweep,61813,60525,145292,LD,0,0,0,
2023-05-24,Haryana,23681524,19849059,45545097,HR,7,0,25,
2023-05-24,Chhattisgarh,21267776,20343733,49167780,CT,21,0,37,
2023-05-24,Bihar,73485138,67912133,157287372,BR,12,0,18,
2023-05-24,Ladakh,238303,204114,567133,LA,0,0,0,
2023-05-24,Andhra Pradesh,44704297,47578753,110957009,AP,1,0,4,
2023-05-24,Karnataka,55174487,55391431,122149960,KA,48,0,48,
2023-05-24,Punjab,24162682,20996061,47049325,PB,9,0,25,
2023-05-24,Sikkim,591877,554656,1360477,SK,3,0,8,
2023-05-24,Arunachal Pradesh,961348,821819,1924584,AR,1,0,3,
2023-05-24,Andaman and Nicobar Islands,347616,353285,991264,AN,0,0,0,
2023-05-24,Tamil Nadu,61215447,57221112,127531303,TN,16,0,18,
2023-05-24,Jharkhand,23968989,17859852,43873397,JH,0,0,0,
2023-05-24,Manipur,1649469,1339220,3269105,MN,0,0,0,
2023-05-24,Nagaland,923955,744983,1739837,NL,2,0,0,
2023-05-24,Chandigarh,1185671,991038,2291199,CH,1,0,2,
2023-05-24,Dadra and Nagar Haveli and Daman and Diu,782350,636961,1579870,DN,0,0,0,
2023-05-24,Madhya Pradesh,60749342,59232391,133938251,MP,1,0,2,
2023-05-24,Gujarat,54398069,54032372,128104055,GJ,3,0,18,
2023-05-24,Meghalaya,1446865,1087793,2625680,ML,2,0,5,
2023-05-24,Mizoram,894318,750177,1793298,MZ,11,0,17,
2023-05-24,Odisha,35250783,33012152,81545700,OR,29,0,45,
2023-05-24,India,1027407638,951973940,2206675951,TT,535,5,953,
2023-05-24,Delhi,18297204,15717153,37407578,DL,10,0,37,
2023-05-24,Maharashtra,91673033,76628158,177961993,MH,64,0,87,
2023-05-24,Puducherry,994613,868099,2274059,PY,0,0,7,
2023-05-24,Assam,24813013,22150254,50335778,AS,0,0,0,
2023-05-24,Tripura,2916816,2523858,5918997,TR,6,0,3,
2023-05-24,Rajasthan,57035175,51038390,115718646,RJ,11,1,31,
2023-05-24,Telangana,32448117,31562771,77611793,TG,15,0,20,
2023-05-24,West Bengal,73527764,66707646,156099152,WB,44,1,115,
2023-05-25,Himachal Pradesh,6646550,6328308,15325484,HP,16,0,42,
2023-05-25,Jharkhand,23968995,17859966,43873591,JH,1,0,0,
2023-05-25,Chhattisgarh,21267777,20343734,49167782,CT,16,0,25,
2023-05-25,Tripura,2916816,2523858,5918997,TR,2,0,11,
2023-05-25,Puducherry,994613,868099,2274059,PY,3,0,1,
2023-05-25,Punjab,24162684,20996070,47049336,PB,9,0,29,
2023-05-25,Tamil Nadu,61215453,57221126,127531329,TN,13,0,14,
2023-05-25,Dadra and Nagar Haveli and Daman and Diu,782350,636961,1579870,DN,0,0,0,
2023-05-25,Telangana,32448119,31562801,77612002,TG,9,0,15,
2023-05-25,Mizoram,894318,750177,1793298,MZ,9,0,5,
2023-05-25,Jammu and Kashmir,11372601,11768142,24782259,JK,5,0,5,
2023-05-25,Delhi,18297211,15717157,37407589,DL,14,0,17,
2023-05-25,Goa,1440045,1295735,2874475,GA,22,0,34,
2023-05-25,Kerala,29150974,25271953,57509009,KL,120,0,296,
2023-05-25,Sikkim,591877,554656,1360477,SK,6,0,7,
2023-05-25,Arunachal Pradesh,961348,821819,1924584,AR,5,0,1,
2023-05-25,Karnataka,55174489,55391442,122149977,KA,32,0,58,
2023-05-25,Odisha,35250785,33012153,81545705,OR,25,0,62,
2023-05-25,Maharashtra,91673074,76628192,177962069,MH,55,1,71,
2023-05-25,Ladakh,238303,204114,567133,LA,2,0,1,
2023-05-25,Lakshadweep,61813,60525,145292,LD,0,0,0,
2023-05-25,Madhya Pradesh,60749352,59232570,133938668,MP,1,0,1,
2023-05-25,Uttarakhand,9118605,8733039,20143389,UT,5,0,8,
2023-05-25,Nagaland,923955,744983,1739837,NL,2,0,0,
2023-05-25,Andhra Pradesh,44704301,47578753,110957013,AP,1,0,0,
2023-05-25,Manipur,1649469,1339220,3269105,MN,0,0,0,
2023-05-25,Assam,24813013,22150254,50335778,AS,0,0,0,
2023-05-25,Gujarat,54398076,54032372,128104062,GJ,6,0,13,
2023-05-25,Haryana,23681527,19849061,45545273,HR,11,0,14,
2023-05-25,Bihar,73485146,67912142,157287516,BR,6,0,35,
2023-05-25,India,1027407744,951974352,2206677229,TT,490,2,949,
2023-05-25,Meghalaya,1446865,1087793,2625680,ML,0,0,0,
2023-05-25,Andaman and Nicobar Islands,347616,353285,991264,AN,0,0,0,
2023-05-25,Rajasthan,57035177,51038399,115718684,RJ,9,1,22,
2023-05-25,Chandigarh,1185672,991038,2291202,CH,2,0,1,
2023-05-25,Uttar Pradesh,176999501,168969664,392007576,UP,46,0,41,
2023-05-25,West Bengal,73527766,66707648,156099157,WB,37,0,120,
2023-05-26,Dadra and Nagar Haveli and Daman and Diu,782350,636961,1579870,DN,0,0,0,
2023-05-26,Himachal Pradesh,6646550,6328308,15325484,HP,12,0,23,
2023-05-26,Punjab,24162684,20996070,47049336,PB,3,0,20,
2023-05-26,Uttarakhand,9118606,8733039,20143390,UT,4,0,1,
2023-05-26,Sikkim,591877,554656,1360477,SK,6,0,12,
2023-05-26,Andaman and Nicobar Islands,347616,353285,991264,AN,0,0,0,
2023-05-26,Lakshadweep,61813,60525,145304,LD,0,0,0,
2023-05-26,Puducherry,994613,868099,2274059,PY,1,0,3,
2023-05-26,Tripura,2916816,2523858,5918997,TR,0,0,2,
2023-05-26,Kerala,29150986,25271955,57509023,KL,132,1,277,
2023-05-26,Uttar Pradesh,176999515,168969671,392007600,UP,31,0,51,
2023-05-26,Jammu and Kashmir,11372601,11768143,24782261,JK,3,0,9,
2023-05-26,Maharashtra,91673115,76628224,177962151,MH,39,1,80,
2023-05-26,Mizoram,894318,750177,1793298,MZ,3,0,0,
2023-05-26,Arunachal Pradesh,961348,821819,1924584,AR,3,0,8,
2023-05-26,Jharkhand,23969012,17860073,43873863,JH,2,0,0,
2023-05-26,Bihar,73485148,67912143,157287738,BR,36,0,31,
2023-05-26,Manipur,1649469,1339220,3269105,MN,0,0,0,
2023-05-26,Madhya Pradesh,60749359,59232698,133938958,MP,1,0,2,
2023-05-26,Chandigarh,1185673,991038,2291205,CH,1,0,1,
2023-05-26,Odisha,35250786,33012156,81545709,OR,19,0,38,
2023-05-26,Delhi,18297217,15717163,37407604,DL,8,0,15,
2023-05-26,Assam,24813013,22150254,50335778,AS,0,0,0,
2023-05-26,West Bengal,73527766,66707648,156099158,WB,29,0,128,
2023-05-26,Nagaland,923955,744983,1739837,NL,1,0,0,
2023-05-26,Gujarat,54398086,54032375,128104079,GJ,7,0,14,
2023-05-26,Rajasthan,57035178,51038400,115718709,RJ,13,1,18,
2023-05-26,Goa,1440045,1295735,2874475,GA,11,0,33,
2023-05-26,India,1027407870,951974718,2206678635,TT,425,3,870,
2023-05-26,Haryana,23681527,19849065,45545367,HR,2,0,6,
2023-05-26,Meghalaya,1446865,1087793,2625680,ML,1,0,6,
2023-05-26,Tamil Nadu,61215460,57221151,127531361,TN,12,0,14,
2023-05-26,Andhra Pradesh,44704301,47578754,110957014,AP,1,0,2,
2023-05-26,Telangana,32448129,31562835,77612240,TG,12,0,20,
2023-05-26,Ladakh,238303,204114,567133,LA,0,0,0,
2023-05-26,Karnataka,55174490,55391443,122149988,KA,21,0,38,
2023-05-26,Chhattisgarh,21267778,20343737,49167787,CT,11,0,18,
2023-05-27,Bihar,73485212,67912151,157287900,BR,0,0,0,
2023-05-27,Mizoram,894318,750177,1793298,MZ,0,0,0,
2023-05-27,Madhya Pradesh,60749386,59232891,133939447,MP,0,0,0,
2023-05-27,Kerala,29150999,25271963,57509044,KL,0,0,0,
2023-05-27,Gujarat,54398097,54032380,128104096,GJ,0,0,0,
2023-05-27,Jharkhand,23969027,17860164,43874070,JH,0,0,0,
2023-05-27,Odisha,35250787,33012157,81545711,OR,0,0,0,
2023-05-27,Haryana,23681535,19849079,45545468,HR,0,0,0,
2023-05-27,Uttar Pradesh,176999527,168969682,392007626,UP,0,0,0,
2023-05-27,Andaman and Nicobar Islands,347616,353285,991264,AN,0,0,0,
2023-05-27,Tamil Nadu,61215465,57221170,127531386,TN,0,0,0,
2023-05-27,Uttarakhand,9118606,8733039,20143390,UT,0,0,0,
2023-05-27,Karnataka,55174496,55391454,122150010,KA,0,0,0,
2023-05-27,Punjab,24162695,20996081,47049358,PB,0,0,0,
2023-05-27,Rajasthan,57035180,51038403,115718735,RJ,0,0,0,
2023-05-27,Manipur,1649469,1339220,3269105,MN,0,0,0,
2023-05-27,West Bengal,73527773,66707659,156099176,WB,0,0,0,
2023-05-27,Lakshadweep,61813,60525,145308,LD,0,0,0,
2023-05-27,Dadra and Nagar Haveli and Daman and Diu,782350,636961,1579870,DN,0,0,0,
2023-05-27,Andhra Pradesh,44704304,47578755,110957019,AP,0,0,0,
2023-05-27,Goa,1440045,1295735,2874475,GA,0,0,0,
2023-05-27,Maharashtra,91673148,76628273,177962239,MH,0,0,0,
2023-05-27,Puducherry,994613,868099,2274059,PY,0,0,0,
2023-05-27,Assam,24813013,22150254,50335778,AS,0,0,0,
2023-05-27,Himachal Pradesh,6646550,6328308,15325484,HP,0,0,0,
2023-05-27,Nagaland,923955,744983,1739837,NL,0,0,0,
2023-05-27,Telangana,32448139,31562847,77612430,TG,0,0,0,
2023-05-27,Ladakh,238303,204114,567133,LA,0,0,0,
2023-05-27,Chandigarh,1185673,991040,2291211,CH,0,0,0,
2023-05-27,India,1027408111,951975190,2206680036,TT,403,5,685,
2023-05-27,Jammu and Kashmir,11372601,11768143,24782263,JK,0,0,0,
2023-05-27,Meghalaya,1446865,1087793,2625680,ML,0,0,0,
2023-05-27,Delhi,18297221,15717174,37407620,DL,0,0,0,
2023-05-27,Chhattisgarh,21267780,20343739,49167791,CT,0,0,0,
2023-05-27,Sikkim,591877,554656,1360477,SK,0,0,0,
2023-05-27,Arunachal Pradesh,961348,821819,1924584,AR,0,0,0,
2023-05-27,Tripura,2916816,2523858,5918997,TR,0,0,0,
2023-05-28,Himachal Pradesh,6646550,6328308,15325484,HP,20,0,33,
2023-05-28,Rajasthan,57035183,51038403,115718740,RJ,15,0,37,
2023-05-28,Jammu and Kashmir,11372601,11768143,24782263,JK,5,0,11,
2023-05-28,West Bengal,73527778,66707663,156099185,WB,57,0,192,
2023-05-28,Assam,24813013,22150254,50335778,AS,0,0,0,
2023-05-28,Gujarat,54398101,54032382,128104102,GJ,8,0,15,
2023-05-28,Sikkim,591877,554656,1360477,SK,6,0,5,
2023-05-28,Haryana,23681535,19849086,45545475,HR,8,0,14,
2023-05-28,Andhra Pradesh,44704305,47578755,110957020,AP,0,0,3,
2023-05-28,Puducherry,994613,868099,2274059,PY,18,0,12,
2023-05-28,Uttar Pradesh,176999535,168969697,392007649,UP,53,1,57,
2023-05-28,Mizoram,894318,750177,1793298,MZ,7,1,17,
2023-05-28,Meghalaya,1446865,1087793,2625680,ML,1,0,1,
2023-05-28,India,1027408180,951975384,2206680561,TT,310,2,571,
2023-05-28,Nagaland,923955,744983,1739837,NL,0,0,0,
2023-05-28,Lakshadweep,61813,60525,145308,LD,0,0,0,
2023-05-28,Chhattisgarh,21267780,20343739,49167791,CT,16,0,34,
2023-05-28,Goa,1440045,1295735,2874475,GA,16,0,26,
2023-05-28,Uttarakhand,9118606,8733039,20143390,UT,7,0,9,
2023-05-28,Arunachal Pradesh,961348,821819,1924584,AR,2,0,1,
2023-05-28,Tripura,2916816,2523858,5918997,TR,6,0,5,
2023-05-28,Maharashtra,91673166,76628285,177962269,MH,78,0,152,
2023-05-28,Bihar,73485212,67912151,157287923,BR,34,0,50,
2023-05-28,Delhi,18297222,15717178,37407626,DL,24,1,27,
2023-05-28,Jharkhand,23969041,17860250,43874275,JH,0,0,0,
2023-05-28,Tamil Nadu,61215465,57221173,127531389,TN,21,1,23,
2023-05-28,Chandigarh,1185673,991040,2291211,CH,3,0,3,
2023-05-28,Manipur,1649469,1339220,3269105,MN,0,0,0,
2023-05-28,Kerala,29151003,25271964,57509049,KL,211,3,321,
2023-05-28,Telangana,32448142,31562852,77612441,TG,13,0,34,
2023-05-28,Punjab,24162695,20996081,47049358,PB,12,0,31,
2023-05-28,Dadra and Nagar Haveli and Daman and Diu,782350,636961,1579870,DN,0,0,0,
2023-05-28,Ladakh,238303,204114,567133,LA,0,0,0,
2023-05-28,Karnataka,55174496,55391455,122150011,KA,43,0,47,
2023-05-28,Andaman and Nicobar Islands,347616,353285,991264,AN,0,0,0,
2023-05-28,Madhya Pradesh,60749400,59232965,133939645,MP,2,0,2,
2023-05-28,Odisha,35250788,33012157,81545712,OR,27,0,94,
2023-05-29,Tamil Nadu,61215472,57221187,127531414,TN,0,0,0,
2023-05-29,Mizoram,894318,750177,1793298,MZ,0,0,0,
2023-05-29,Himachal Pradesh,6646550,6328308,15325484,HP,0,0,0,
2023-05-29,Madhya Pradesh,60749415,59233125,133940050,MP,0,0,0,
2023-05-29,Jharkhand,23969057,17860353,43874525,JH,0,0,0,
2023-05-29,Chandigarh,1185673,991041,2291217,CH,0,0,0,
2023-05-29,Gujarat,54398111,54032388,128104119,GJ,0,0,0,
2023-05-29,Tripura,2916816,2523858,5918997,TR,0,0,0,
2023-05-29,Ladakh,238303,204114,567133,LA,0,0,0,
2023-05-29,Maharashtra,91673195,76628317,177962332,MH,0,0,0,
2023-05-29,Meghalaya,1446865,1087793,2625680,ML,0,0,0,
2023-05-29,Jammu and Kashmir,11372601,11768143,24782263,JK,0,0,0,
2023-05-29,Odisha,35250790,33012157,81545715,OR,0,0,0,
2023-05-29,India,1027408322,951975790,2206682374,TT,224,1,429,
2023-05-29,Uttar Pradesh,176999543,168969706,392007668,UP,0,0,0,
2023-05-29,Assam,24813013,22150254,50335778,AS,0,0,0,
2023-05-29,Andaman and Nicobar Islands,347616,353285,991264,AN,0,0,0,
2023-05-29,West Bengal,73527778,66707664,156099187,WB,0,0,0,
2023-05-29,Arunachal Pradesh,961348,821819,1924584,AR,0,0,0,
2023-05-29,Dadra and Nagar Haveli and Daman and Diu,782350,636961,1579870,DN,0,0,0,
2023-05-29,Telangana,32448144,31562866,77612889,TG,0,0,0,
2023-05-29,Lakshadweep,61813,60525,145308,LD,0,0,0,
2023-05-29,Sikkim,591877,554656,1360477,SK,0,0,0,
2023-05-29,Punjab,24162698,20996088,47049368,PB,0,0,0,
2023-05-29,Puducherry,994613,868099,2274059,PY,0,0,0,
2023-05-29,Delhi,18297227,15717183,37407638,DL,0,0,0,
2023-05-29,Kerala,29151010,25271965,57509057,KL,0,0,0,
2023-05-29,Karnataka,55174498,55391459,122150018,KA,0,0,0,
2023-05-29,Uttarakhand,9118608,8733039,20143392,UT,0,0,0,
2023-05-29,Bihar,73485216,67912159,157288055,BR,0,0,0,
2023-05-29,Manipur,1649469,1339220,3269105,MN,0,0,0,
2023-05-29,Haryana,23681539,19849088,45545701,HR,0,0,0,
2023-05-29,Andhra Pradesh,44704307,47578756,110957023,AP,0,0,0,
2023-05-29,Goa,1440045,1295735,2874475,GA,0,0,0,
2023-05-29,Nagaland,923955,744983,1739837,NL,0,0,0,
2023-05-29,Chhattisgarh,21267780,20343741,49167793,CT,0,0,0,
2023-05-29,Rajasthan,57035184,51038405,115718779,RJ,0,0,0,
2023-05-30,Andhra Pradesh,44704311,47578758,110957029,AP,0,0,1,
2023-05-30,Chandigarh,1185673,991041,2291219,CH,2,0,5,
2023-05-30,Manipur,1649469,1339220,3269105,MN,0,0,0,
2023-05-30,Maharashtra,91673224,76628343,177962394,MH,44,0,63,
2023-05-30,Punjab,24162704,20996093,47049379,PB,4,1,27,
2023-05-30,Karnataka,55174500,55391460,122150024,KA,40,0,62,
2023-05-30,Nagaland,923955,744983,1739837,NL,3,0,4,
2023-05-30,Chhattisgarh,21267780,20343741,49167793,CT,19,0,42,
2023-05-30,Tamil Nadu,61215481,57221201,127531440,TN,12,0,20,
2023-05-30,Kerala,29151013,25271966,57509061,KL,153,2,294,
2023-05-30,Jharkhand,23969075,17860518,43874943,JH,1,0,0,
2023-05-30,Mizoram,894318,750177,1793298,MZ,7,0,22,
2023-05-30,Tripura,2916816,2523858,5918997,TR,12,0,23,
2023-05-30,Bihar,73485216,67912160,157288084,BR,13,0,18,
2023-05-30,Odisha,35250792,33012159,81545721,OR,33,0,42,
2023-05-30,Telangana,32448147,31562875,77613189,TG,17,0,24,
2023-05-30,Ladakh,238303,204114,567133,LA,2,0,2,
2023-05-30,Uttar Pradesh,176999552,168969712,392007686,UP,17,0,62,
2023-05-30,Rajasthan,57035189,51038407,115718805,RJ,10,0,8,
2023-05-30,Assam,24813013,22150254,50335778,AS,0,0,0,
2023-05-30,Delhi,18297228,15717185,37407648,DL,12,1,24,
2023-05-30,Goa,1440045,1295735,2874475,GA,27,0,27,
2023-05-30,West Bengal,73527778,66707664,156099187,WB,33,0,138,
2023-05-30,Andaman and Nicobar Islands,347616,353285,991264,AN,0,0,0,
2023-05-30,Madhya Pradesh,60749436,59233209,133940266,MP,1,0,1,
2023-05-30,Uttarakhand,9118610,8733039,20143394,UT,5,0,5,
2023-05-30,Haryana,23681540,19849088,45545826,HR,9,0,21,
2023-05-30,Gujarat,54398119,54032391,128104133,GJ,12,0,14,
2023-05-30,India,1027408431,951976134,2206683691,TT,310,3,588,
2023-05-30,Dadra and Nagar Haveli and Daman and Diu,782350,636961,1579870,DN,0,0,0,
2023-05-30,Lakshadweep,61813,60525,145308,LD,0,0,0,
2023-05-30,Himachal Pradesh,6646550,6328308,15325484,HP,32,0,30,
2023-05-30,Puducherry,994613,868099,2274059,PY,2,0,4,
2023-05-30,Jammu and Kashmir,11372601,11768144,24782264,JK,3,0,9,
2023-05-30,Sikkim,591877,554656,1360477,SK,5,0,13,
2023-05-30,Arunachal Pradesh,961348,821819,1924584,AR,2,0,5,
2023-05-30,Meghalaya,1446865,1087793,2625680,ML,2,0,7,
2023-05-31,Punjab,24162712,20996095,47049389,PB,2,0,6,
2023-05-31,Goa,1440045,1295735,2874475,GA,20,0,16,
2023-05-31,Mizoram,894318,750177,1793298,MZ,11,0,12,
2023-05-31,Rajasthan,57035197,51038409,115718827,RJ,3,0,59,
2023-05-31,Jammu and Kashmir,11372601,11768144,24782264,JK,1,0,9,
2023-05-31,Tamil Nadu,61215495,57221215,127531468,TN,5,0,16,
2023-05-31,Uttar Pradesh,176999560,168969721,392007705,UP,11,0,24,
2023-05-31,Sikkim,591877,554656,1360477,SK,0,0,2,
2023-05-31,Puducherry,994613,868099,2274059,PY,3,0,0,
