Updated On,State,Total Doses Administered
2022-02-11,HP,12294867
2022-02-11,TN,96192052
2022-02-11,AN,652102
2022-02-11,CH,2005964
2022-02-11,UT,16644442
2022-02-11,ML,2316899
2022-02-11,WB,126532404
2022-02-11,GJ,100684736
2022-02-11,UP,275123972
2022-02-11,UP,275123972
2022-02-11,CH,2005964
2022-02-11,PB,36958217
2022-02-11,TG,56383989
2022-02-11,JK,21046999
2022-02-11,MP,111987356
2022-02-11,HR,40244987
2022-02-11,LD,117234
2022-02-11,AS,42388975
2022-02-11,MN,2622070
2022-02-11,MZ,1468726
2022-02-11,AN,652102
2022-02-11,TN,96192052
2022-02-11,DN,1349517
2022-02-11,MZ,1468726
2022-02-11,HR,40244987
2022-02-11,DL,30412927
2022-02-11,TG,56383989
2022-02-11,SK,1090956
2022-02-11,KA,98100462
2022-02-11,HP,12294867
2022-02-11,AP,83031975
2022-02-11,AP,83031975
2022-02-11,MN,2622070
2022-02-11,CH,2005964
2022-02-11,RJ,96355632
2022-02-11,BR,115786212
2022-02-11,GA,2627417
2022-02-11,NL,1496749
2022-02-11,RJ,96355632
2022-02-11,NL,1496749
2022-02-11,PY,1554227
2022-02-11,LA,433881
2022-02-11,UT,16644442
2022-02-11,HP,12294867
2022-02-11,OR,59030464
2022-02-11,UT,16644442
2022-02-11,MH,151794332
2022-02-11,DL,30412927
2022-02-11,RJ,96355632
2022-02-11,AR,1600053
2022-02-11,TG,56383989
2022-02-11,KA,98100462
2022-02-11,GA,2627417
2022-02-11,KL,51792017
2022-02-11,TN,96192052
2022-02-11,TR,5050650
2022-02-11,ML,2316899
2022-02-11,KL,51792017
2022-02-11,MZ,1468726
2022-02-11,TR,5050650
2022-02-11,AS,42388975
2022-02-11,PY,1554227
2022-02-11,JK,21046999
2022-02-11,BR,115786212
2022-02-11,KA,98100462
2022-02-11,WB,126532404
2022-02-11,MH,151794332
2022-02-11,AR,1600053
2022-02-11,ML,2316899
2022-02-11,DN,1349517
2022-02-11,AS,42388975
2022-02-11,BR,115786212
2022-02-11,SK,1090956
2022-02-11,LA,433881
2022-02-11,OR,59030464
2022-02-12,CG,35487389
2022-02-12,GJ,100916355
2022-02-12,KL,51857572
2022-02-12,MN,2628570
2022-02-12,MH,152132694
2022-02-12,JK,21089611
2022-02-12,MP,112206465
2022-02-12,RJ,96702999
2022-02-12,HR,40332357
2022-02-12,AS,42480916
2022-02-12,AR,1601641
2022-02-12,AS,42480916
2022-02-12,JK,21089611
2022-02-12,RJ,96702999
2022-02-12,TR,5056495
2022-02-12,KA,98249771
2022-02-12,JH,35744811
2022-02-12,PB,37303189
2022-02-12,LD,117399
2022-02-12,WB,126915187
2022-02-12,AN,653357
2022-02-12,KL,51857572
2022-02-12,UP,276171827
2022-02-12,NL,1497698
2022-02-12,OR,59213011
2022-02-12,ML,2318887
2022-02-12,JH,35744811
2022-02-12,NL,1497698
2022-02-12,UP,276171827
2022-02-12,OR,59213011
2022-02-12,SK,1091575
2022-02-12,AP,83217225
2022-02-12,MP,112206465
2022-02-12,ML,2318887
2022-02-12,MZ,1469109
2022-02-12,TG,56582844
2022-02-12,AP,83217225
2022-02-12,CH,2009897
2022-02-12,HP,12304497
2022-02-12,KA,98249771
2022-02-12,KA,98249771
2022-02-12,HR,40332357
2022-02-12,BR,116168151
2022-02-12,HR,40332357
2022-02-12,CG,35487389
2022-02-12,DN,1350457
2022-02-12,MH,152132694
2022-02-12,MP,112206465
2022-02-12,GA,2630150
2022-02-12,DL,30513369
2022-02-12,AR,1601641
2022-02-12,TG,56582844
2022-02-12,AS,42480916
2022-02-12,AN,653357
2022-02-12,ML,2318887
2022-02-12,AN,653357
2022-02-12,UT,16663887
2022-02-12,TN,96714292
2022-02-12,GA,2630150
2022-02-12,OR,59213011
2022-02-12,AP,83217225
2022-02-12,TN,96714292
2022-02-12,GJ,100916355
2022-02-12,LA,435264
2022-02-12,RJ,96702999
2022-02-12,LD,117399
2022-02-12,BR,116168151
2022-02-12,MN,2628570
2022-02-12,TR,5056495
2022-02-12,PY,1556018
2022-02-12,PY,1556018
2022-02-12,TR,5056495
2022-02-12,GA,2630150
2022-02-12,WB,126915187
2022-02-12,LA,435264
2022-02-12,UT,16663887
2022-02-12,DL,30513369
2022-02-12,NL,1497698
2022-02-12,DN,1350457
2022-02-12,DN,1350457
2022-02-12,JK,21089611
2022-02-12,SK,1091575
2022-02-12,MH,152132694
2022-02-12,TG,56582844
2022-02-12,UT,16663887
2022-02-12,KL,51857572
2022-02-12,CG,35487389
2022-02-12,WB,126915187
2022-02-12,SK,1091575
2022-02-12,LD,117399
2022-02-12,PB,37303189
2022-02-12,DL,30513369
2022-02-12,BR,116168151
2022-02-12,MZ,1469109
2022-02-12,HP,12304497
2022-02-12,UP,276171827
2022-02-12,AR,1601641
2022-02-12,MN,2628570
2022-02-12,GJ,100916355
2022-02-12,LA,435264
2022-02-12,TN,96714292
2022-02-12,MZ,1469109
2022-02-12,HP,12304497
2022-02-12,PB,37303189
2022-02-12,CH,2009897
2022-02-12,CH,2009897
2022-02-12,PY,1556018
2022-02-12,JH,35744811
2022-02-13,SK,1091651
2022-02-13,LD,117411
2022-02-13,DL,30527328
2022-02-13,TN,96799250
2022-02-13,OR,59323522
2022-02-13,MZ,1469151
2022-02-13,RJ,96743384
2022-02-13,WB,126947885
2022-02-13,JH,35812577
2022-02-13,HP,12304696
2022-02-13,MP,112227654
2022-02-13,TR,5056614
2022-02-13,MH,152160987
2022-02-13,ML,2319134
2022-02-13,MZ,1469151
2022-02-13,MH,152160987
2022-02-13,CH,2011403
2022-02-13,ML,2319134
2022-02-13,HP,12304696
2022-02-13,MN,2631348
2022-02-13,HR,40353478
2022-02-13,JK,21112366
2022-02-13,LD,117411
2022-02-13,GJ,100962299
2022-02-13,UT,16670511
2022-02-13,GA,2630257
2022-02-13,AS,42494015
2022-02-13,MP,112227654
2022-02-13,LA,435354
2022-02-13,AP,83259844
2022-02-13,GJ,100962299
2022-02-13,KA,98287189
2022-02-13,CH,2011403
2022-02-13,KA,98287189
2022-02-13,AN,653468
2022-02-13,JK,21112366
2022-02-13,KA,98287189
2022-02-13,NL,1498570
2022-02-13,MN,2631348
2022-02-13,DN,1350547
2022-02-13,TN,96799250
2022-02-13,RJ,96743384
2022-02-13,TG,56646539
2022-02-13,TN,96799250
2022-02-13,CH,2011403
2022-02-13,JH,35812577
2022-02-13,LA,435354
2022-02-13,GJ,100962299
2022-02-13,MN,2631348
2022-02-13,BR,116285359
2022-02-13,TN,96799250
2022-02-13,UP,276577937
2022-02-13,SK,1091651
2022-02-13,KL,51859476
2022-02-13,DN,1350547
2022-02-13,AN,653468
2022-02-13,AR,1601754
2022-02-13,PB,37537463
2022-02-13,ML,2319134
2022-02-13,UT,16670511
2022-02-13,AR,1601754
2022-02-13,LA,435354
2022-02-13,KA,98287189
2022-02-13,GA,2630257
2022-02-13,GA,2630257
2022-02-13,MZ,1469151
2022-02-13,MN,2631348
2022-02-13,CH,2011403
2022-02-13,PY,1556348
2022-02-13,AN,653468
2022-02-13,JK,21112366
2022-02-13,UT,16670511
2022-02-13,AS,42494015
2022-02-13,MH,152160987
2022-02-13,JK,21112366
2022-02-13,BR,116285359
2022-02-13,CG,35518194
2022-02-13,HP,12304696
2022-02-13,HP,12304696
2022-02-13,OR,59323522
2022-02-13,WB,126947885
2022-02-13,PB,37537463
2022-02-13,TR,5056614
2022-02-13,MH,152160987
2022-02-13,NL,1498570
2022-02-13,BR,116285359
2022-02-13,DL,30527328
2022-02-13,TG,56646539
2022-02-13,BR,116285359
2022-02-13,PY,1556348
2022-02-13,LA,435354
2022-02-13,UP,276577937
2022-02-13,HR,40353478
2022-02-13,AR,1601754
2022-02-13,DL,30527328
2022-02-13,AP,83259844
2022-02-13,ML,2319134
2022-02-13,SK,1091651
2022-02-13,AP,83259844
2022-02-13,LD,117411
2022-02-13,AS,42494015
2022-02-13,GA,2630257
2022-02-13,NL,1498570
2022-02-13,AR,1601754
2022-02-13,KL,51859476
2022-02-13,AP,83259844
2022-02-13,DL,30527328
2022-02-13,TG,56646539
2022-02-13,TR,5056614
2022-02-13,AS,42494015
2022-02-13,JH,35812577
2022-02-13,OR,59323522
2022-02-13,HR,40353478
2022-02-13,KL,51859476
2022-02-13,PB,37537463
2022-02-13,SK,1091651
2022-02-13,DN,1350547
2022-02-13,RJ,96743384
2022-02-13,CG,35518194
2022-02-13,RJ,96743384
2022-02-13,CG,35518194
2022-02-13,UP,276577937
2022-02-13,AN,653468
2022-02-13,DN,1350547
2022-02-13,NL,1498570
2022-02-13,GJ,100962299
2022-02-13,PY,1556348
2022-02-13,MZ,1469151
2022-02-13,LD,117411
2022-02-13,WB,126947885
2022-02-13,KL,51859476
2022-02-13,TG,56646539
2022-02-13,OR,59323522
2022-02-13,TR,5056614
2022-02-13,UP,276577937
2022-02-13,MP,112227654
2022-02-13,PY,1556348
2022-02-13,UT,16670511
2022-02-13,CG,35518194
2022-02-13,HR,40353478
2022-02-13,MP,112227654
2022-02-13,JH,35812577
2022-02-13,WB,126947885
2022-02-13,PB,37537463
2022-02-14,TG,56854831
2022-02-14,PY,1557738
2022-02-14,HR,40451272
2022-02-14,MH,152473794
2022-02-14,LD,117635
2022-02-14,TN,96923820
2022-02-14,OR,59502174
2022-02-14,KL,51941989
2022-02-14,GJ,101167823
2022-02-14,UP,277520604
2022-02-14,HP,12321793
2022-02-14,RJ,96965952
2022-02-14,MP,112491974
2022-02-14,CH,2014211
2022-02-14,GA,2630302
2022-02-14,KA,98551489
2022-02-14,PB,37815339
2022-02-14,LA,436898
2022-02-14,GA,2630302
2022-02-14,NL,1503284
2022-02-14,PB,37815339
2022-02-14,HP,12321793
2022-02-14,WB,127333440
2022-02-14,MZ,1472274
2022-02-14,CH,2014211
2022-02-14,UT,16671539
2022-02-14,UT,16671539
2022-02-14,AP,83489347
2022-02-14,MP,112491974
2022-02-14,BR,116634581
2022-02-14,MZ,1472274
2022-02-14,AS,42601363
2022-02-14,MN,2637487
2022-02-14,LA,436898
2022-02-14,MH,152473794
2022-02-14,AP,83489347
2022-02-14,ML,2322779
2022-02-14,ML,2322779
2022-02-14,CG,35662100
2022-02-14,WB,127333440
2022-02-14,TR,5065087
2022-02-14,KL,51941989
2022-02-14,DN,1351808
2022-02-14,LD,117635
2022-02-14,TR,5065087
2022-02-14,AN,654023
2022-02-14,CG,35662100
2022-02-14,AR,1605089
2022-02-14,GJ,101167823
2022-02-14,JH,35911371
2022-02-14,DL,30620684
2022-02-14,JH,35911371
2022-02-14,BR,116634581
2022-02-14,JK,21161517
2022-02-14,SK,1093781
2022-02-14,DN,1351808
2022-02-14,JK,21161517
2022-02-14,MN,2637487
2022-02-14,AN,654023
2022-02-14,KA,98551489
2022-02-14,AR,1605089
2022-02-14,TG,56854831
2022-02-14,HR,40451272
2022-02-14,OR,59502174
2022-02-14,TN,96923820
2022-02-14,AS,42601363
2022-02-14,SK,1093781
2022-02-14,RJ,96965952
2022-02-14,NL,1503284
2022-02-14,UP,277520604
2022-02-14,DL,30620684
2022-02-14,PY,1557738
2022-02-15,HP,12336773
2022-02-15,PY,1558852
2022-02-15,AR,1608370
2022-02-15,HR,40556697
2022-02-15,MH,152768091
2022-02-15,PB,38045146
2022-02-15,MP,112614037
2022-02-15,TG,57048313
2022-02-15,MZ,1476023
2022-02-15,WB,127871722
2022-02-15,AS,42703909
2022-02-15,HP,12336773
2022-02-15,ML,2326441
2022-02-15,WB,127871722
2022-02-15,BR,116966678
2022-02-15,AN,654648
2022-02-15,GA,2632101
2022-02-15,NL,1507027
2022-02-15,RJ,97166502
2022-02-15,KA,98788039
2022-02-15,KL,52017759
2022-02-15,WB,127871722
2022-02-15,LA,437190
2022-02-15,CH,2016729
2022-02-15,BR,116966678
2022-02-15,CH,2016729
2022-02-15,HP,12336773
2022-02-15,UP,278390282
2022-02-15,MN,2642083
2022-02-15,AN,654648
2022-02-15,GJ,101370196
2022-02-15,TN,97033358
2022-02-15,MH,152768091
2022-02-15,NL,1507027
2022-02-15,ML,2326441
2022-02-15,KA,98788039
2022-02-15,DN,1353074
2022-02-15,JK,21209755
2022-02-15,UT,16690882
2022-02-15,JH,36017365
2022-02-15,KL,52017759
2022-02-15,SK,1096054
2022-02-15,AS,42703909
2022-02-15,ML,2326441
2022-02-15,CG,35760629
2022-02-15,PB,38045146
2022-02-15,DN,1353074
2022-02-15,MN,2642083
2022-02-15,AP,83652851
2022-02-15,KA,98788039
2022-02-15,MP,112614037
2022-02-15,AN,654648
2022-02-15,PY,1558852
2022-02-15,AR,1608370
2022-02-15,AP,83652851
2022-02-15,TG,57048313
2022-02-15,JK,21209755
2022-02-15,PB,38045146
2022-02-15,LD,117839
2022-02-15,AP,83652851
2022-02-15,MN,2642083
2022-02-15,LD,117839
2022-02-15,WB,127871722
2022-02-15,PB,38045146
2022-02-15,AS,42703909
2022-02-15,KA,98788039
2022-02-15,TR,5072024
2022-02-15,BR,116966678
2022-02-15,UP,278390282
2022-02-15,CG,35760629
2022-02-15,SK,1096054
2022-02-15,AR,1608370
2022-02-15,KL,52017759
2022-02-15,KL,52017759
2022-02-15,MP,112614037
2022-02-15,DL,30710439
2022-02-15,MN,2642083
2022-02-15,GA,2632101
2022-02-15,RJ,97166502
2022-02-15,LA,437190
2022-02-15,BR,116966678
2022-02-15,HR,40556697
2022-02-15,MH,152768091
2022-02-15,TR,5072024
2022-02-15,JH,36017365
2022-02-15,NL,1507027
2022-02-15,MZ,1476023
2022-02-15,AR,1608370
2022-02-15,UP,278390282
2022-02-15,GJ,101370196
2022-02-15,AR,1608370
2022-02-15,TG,57048313
2022-02-15,AP,83652851
2022-02-15,UT,16690882
2022-02-15,GJ,101370196
2022-02-15,AN,654648
2022-02-15,AS,42703909
2022-02-15,DL,30710439
2022-02-15,TR,5072024
2022-02-15,HR,40556697
2022-02-15,CG,35760629
2022-02-15,HR,40556697
2022-02-15,MP,112614037
2022-02-15,MH,152768091
2022-02-15,TN,97033358
2022-02-15,LA,437190
2022-02-15,MZ,1476023
2022-02-15,LD,117839
2022-02-15,TR,5072024
2022-02-15,PY,1558852
2022-02-15,TG,57048313
2022-02-15,CH,2016729
2022-02-15,SK,1096054
2022-02-15,AP,83652851
2022-02-15,CH,2016729
2022-02-15,MP,112614037
2022-02-15,BR,116966678
2022-02-15,AP,83652851
2022-02-15,CG,35760629
2022-02-15,MP,112614037
2022-02-15,RJ,97166502
2022-02-15,LD,117839
2022-02-15,BR,116966678
2022-02-15,UT,16690882
2022-02-15,AS,42703909
2022-02-15,GA,2632101
2022-02-15,TN,97033358
2022-02-15,UP,278390282
2022-02-15,LA,437190
2022-02-15,DL,30710439
2022-02-15,TN,97033358
2022-02-15,SK,1096054
2022-02-15,DL,30710439
2022-02-15,DN,1353074
2022-02-15,TR,5072024
2022-02-15,RJ,97166502
2022-02-15,OR,59666131
2022-02-15,CG,35760629
2022-02-15,MN,2642083
2022-02-15,CH,2016729
2022-02-15,DL,30710439
2022-02-15,KL,52017759
2022-02-15,KA,98788039
2022-02-15,PB,38045146
2022-02-15,CG,35760629
2022-02-15,JK,21209755
2022-02-15,JK,21209755
2022-02-15,KL,52017759
2022-02-15,CG,35760629
2022-02-15,PB,38045146
2022-02-15,OR,59666131
2022-02-15,SK,1096054
2022-02-15,AR,1608370
2022-02-15,GA,2632101
2022-02-15,KL,52017759
2022-02-15,GA,2632101
2022-02-15,MZ,1476023
2022-02-15,MH,152768091
2022-02-15,MH,152768091
2022-02-15,HR,40556697
2022-02-15,JH,36017365
2022-02-15,LD,117839
2022-02-15,DN,1353074
2022-02-15,WB,127871722
2022-02-15,ML,2326441
2022-02-15,DN,1353074
2022-02-15,LA,437190
2022-02-15,UP,278390282
2022-02-15,AN,654648
2022-02-15,MZ,1476023
2022-02-15,OR,59666131
2022-02-15,NL,1507027
2022-02-15,TR,5072024
2022-02-15,JH,36017365
2022-02-15,OR,59666131
2022-02-15,MZ,1476023
2022-02-15,UP,278390282
2022-02-15,HR,40556697
2022-02-15,GJ,101370196
2022-02-15,LA,437190
2022-02-15,JH,36017365
2022-02-15,BR,116966678
2022-02-15,OR,59666131
2022-02-15,TN,97033358
2022-02-15,HP,12336773
2022-02-15,PB,38045146
2022-02-15,UP,278390282
2022-02-15,RJ,97166502
2022-02-15,UT,16690882
2022-02-15,GA,2632101
2022-02-15,JK,21209755
2022-02-15,JK,21209755
2022-02-15,WB,127871722
2022-02-15,RJ,97166502
2022-02-15,DN,1353074
2022-02-15,LA,437190
2022-02-15,PY,1558852
2022-02-15,MH,152768091
2022-02-15,GA,2632101
2022-02-15,MN,2642083
2022-02-15,PY,1558852
2022-02-15,PY,1558852
2022-02-15,SK,1096054
2022-02-15,DL,30710439
2022-02-15,AS,42703909
2022-02-15,JH,36017365
2022-02-15,HP,12336773
2022-02-15,GJ,101370196
2022-02-15,DL,30710439
2022-02-15,WB,127871722
2022-02-15,NL,1507027
2022-02-15,NL,1507027
2022-02-15,AS,42703909
2022-02-15,OR,59666131
2022-02-15,JK,21209755
2022-02-15,ML,2326441
2022-02-15,GJ,101370196
2022-02-15,TG,57048313
2022-02-15,KA,98788039
2022-02-15,TG,57048313
2022-02-15,GJ,101370196
2022-02-15,LD,117839
2022-02-15,UT,16690882
2022-02-15,CH,2016729
2022-02-15,CH,2016729
2022-02-15,ML,2326441
2022-02-15,MN,2642083
2022-02-15,HP,12336773
2022-02-15,AR,1608370
2022-02-15,PY,1558852
2022-02-15,RJ,97166502
2022-02-15,HP,12336773
2022-02-15,DN,1353074
2022-02-15,OR,59666131
2022-02-15,AP,83652851
2022-02-15,UT,16690882
2022-02-15,JH,36017365
2022-02-15,UT,16690882
2022-02-15,LD,117839
2022-02-15,MP,112614037
2022-02-15,HR,40556697
2022-02-15,AN,654648
2022-02-15,AN,654648
2022-02-15,TG,57048313
2022-02-15,SK,1096054
2022-02-15,ML,2326441
2022-02-15,KA,98788039
2022-02-15,TR,5072024
2022-02-15,TN,97033358
2022-02-15,TN,97033358
2022-02-15,MZ,1476023
2022-02-15,NL,1507027
2022-02-16,TN,97136705
2022-02-16,CH,2018124
2022-02-16,BR,117224429
2022-02-16,BR,117224429
2022-02-16,TG,57200118
2022-02-16,HR,40583056
2022-02-16,KA,99087890
2022-02-16,ML,2329382
2022-02-16,LA,437888
2022-02-16,GA,2634253
2022-02-16,SK,1097996
2022-02-16,AR,1611588
2022-02-16,WB,128266741
2022-02-16,AS,42745816
2022-02-16,HR,40583056
2022-02-16,HP,12336929
2022-02-16,LA,437888
2022-02-16,TR,5075104
2022-02-16,DL,30772201
2022-02-16,PB,38182591
2022-02-16,AR,1611588
2022-02-16,GJ,101532382
2022-02-16,LD,117925
2022-02-16,DN,1353817
2022-02-16,TN,97136705
2022-02-16,UP,279316787
2022-02-16,PB,38182591
2022-02-16,MZ,1479200
2022-02-16,HP,12336929
2022-02-16,KL,52033835
2022-02-16,TG,57200118
2022-02-16,GJ,101532382
2022-02-16,RJ,97354887
2022-02-16,PY,1559790
2022-02-16,AN,655083
2022-02-16,UP,279316787
2022-02-16,LD,117925
2022-02-16,ML,2329382
2022-02-16,AS,42745816
2022-02-16,NL,1511193
2022-02-16,MH,153028208
2022-02-16,MZ,1479200
2022-02-16,JH,36107830
2022-02-16,UT,16708062
2022-02-16,NL,1511193
2022-02-16,CH,2018124
2022-02-16,CG,35884238
2022-02-16,AP,83845021
2022-02-16,OR,59799153
2022-02-16,JH,36107830
2022-02-16,DN,1353817
2022-02-16,MP,112660797
2022-02-16,MN,2648794
2022-02-16,CG,35884238
2022-02-16,AP,83845021
2022-02-16,JK,21236848
2022-02-16,JK,21236848
2022-02-16,MN,2648794
2022-02-16,MP,112660797
2022-02-16,AN,655083
2022-02-16,MH,153028208
2022-02-16,KL,52033835
2022-02-16,KA,99087890
2022-02-16,SK,1097996
2022-02-16,GA,2634253
2022-02-16,OR,59799153
2022-02-16,RJ,97354887
2022-02-16,WB,128266741
2022-02-16,UT,16708062
2022-02-16,TR,5075104
2022-02-16,PY,1559790
2022-02-16,DL,30772201
2022-02-17,PB,38340531
2022-02-17,UP,280491572
2022-02-17,CH,2020236
2022-02-17,HR,40653568
2022-02-17,AS,42825840
2022-02-17,GJ,101715327
2022-02-17,DN,1354709
2022-02-17,MH,153307331
2022-02-17,KL,52098603
2022-02-17,AP,84034210
2022-02-17,JH,36192473
2022-02-17,RJ,97481325
2022-02-17,NL,1514650
2022-02-17,MP,112752938
2022-02-17,OR,59952332
2022-02-17,TR,5081178
2022-02-17,BR,117491912
2022-02-17,KA,99283292
2022-02-17,LD,118039
2022-02-17,TN,97268981
2022-02-17,HP,12349595
2022-02-17,AN,655726
2022-02-17,MN,2655384
2022-02-17,MZ,1481963
2022-02-17,CG,36003045
2022-02-17,ML,2332365
2022-02-17,AR,1614932
2022-02-17,UT,16732900
2022-02-17,DL,30842221
2022-02-17,SK,1099813
2022-02-17,LA,438441
2022-02-17,WB,128551190
2022-02-17,GA,2635911
2022-02-17,TG,57359726
2022-02-17,JK,21277905
2022-02-17,PY,1560639
2022-02-18,CH,2021958
2022-02-18,AP,84173233
2022-02-18,LD,118355
2022-02-18,JH,36292780
2022-02-18,HP,12360421
2022-02-18,GA,2637327
2022-02-18,OR,60080182
2022-02-18,PY,1565292
2022-02-18,TG,57500516
2022-02-18,GJ,101899131
2022-02-18,AS,42899571
2022-02-18,UP,281489951
2022-02-18,MP,112859839
2022-02-18,PB,38482238
2022-02-18,UT,16752743
2022-02-18,SK,1100766
2022-02-18,HR,40732382
2022-02-18,CG,36138363
2022-02-18,MH,153587171
2022-02-18,AN,656105
2022-02-18,DN,1355485
2022-02-18,KA,99475458
2022-02-18,JK,21313229
2022-02-18,BR,117704719
2022-02-18,DL,30906411
2022-02-18,TN,97436185
2022-02-18,AR,1618284
2022-02-18,KL,52159887
2022-02-18,ML,2335964
2022-02-18,TR,5086896
2022-02-18,MZ,1484851
2022-02-18,MN,2661418
2022-02-18,RJ,97665979
2022-02-18,NL,1517602
2022-02-18,LA,439419
2022-02-18,WB,128969002
2022-02-19,NL,1518979
2022-02-19,AP,84313615
2022-02-19,HR,40786865
2022-02-19,AR,1620830
2022-02-19,PB,38581078
2022-02-19,PY,1569602
2022-02-19,SK,1101184
2022-02-19,JH,36377684
2022-02-19,LD,118406
2022-02-19,MP,113014229
2022-02-19,TR,5090941
2022-02-19,UP,282412567
2022-02-19,DN,1356230
2022-02-19,KL,52240751
2022-02-19,TN,97519576
2022-02-19,LA,440042
2022-02-19,ML,2337818
2022-02-19,KA,99630944
2022-02-19,HP,12367787
2022-02-19,MZ,1485354
2022-02-19,CG,36206706
2022-02-19,AN,656427
2022-02-19,MH,153707647
2022-02-19,DL,30987409
2022-02-19,JK,21340891
2022-02-19,CH,2024270
2022-02-19,GJ,102042550
2022-02-19,UT,16768130
2022-02-19,BR,117966753
2022-02-19,RJ,97836944
2022-02-19,WB,129230517
2022-02-19,MN,2667405
2022-02-19,GA,2638344
2022-02-19,TG,57629798
2022-02-19,AS,42952924
2022-02-19,OR,60209374
2022-02-20,UT,16771883
2022-02-20,NL,1520001
2022-02-20,KA,99667484
2022-02-20,TR,5091093
2022-02-20,PY,1569842
2022-02-20,PB,38598869
2022-02-20,AN,656485
2022-02-20,HR,40801041
2022-02-20,MN,2669160
2022-02-20,SK,1101188
2022-02-20,CH,2025211
2022-02-20,CG,36226343
2022-02-20,BR,118064174
2022-02-20,LD,118454
2022-02-20,DL,30997520
2022-02-20,AR,1621503
2022-02-20,DN,1356243
2022-02-20,MZ,1485354
2022-02-20,RJ,97865788
2022-02-20,TN,97548573
2022-02-20,UP,282740409
2022-02-20,HP,12368310
2022-02-20,ML,2337908
2022-02-20,JK,21353637
2022-02-20,GA,2638405
2022-02-20,MP,113034343
2022-02-20,AP,84355574
2022-02-20,GJ,102074263
2022-02-20,WB,129267213
2022-02-20,AS,42959829
2022-02-20,TG,57661773
2022-02-20,LA,440138
2022-02-20,JH,36429304
2022-02-20,OR,60277839
2022-02-20,MH,153733522
2022-02-20,KL,52242616
2022-02-21,MP,113176015
2022-02-21,HR,40868304
2022-02-21,OR,60401432
2022-02-21,UT,16791632
2022-02-21,ML,2341035
2022-02-21,TG,57777055
2022-02-21,WB,129602913
2022-02-21,KL,52307486
2022-02-21,CH,2027021
2022-02-21,KA,99802186
2022-02-21,DL,31072579
2022-02-21,MZ,1487409
2022-02-21,SK,1102580
2022-02-21,AN,656823
2022-02-21,AR,1624993
2022-02-21,GJ,102285089
2022-02-21,AP,84491755
2022-02-21,RJ,98030959
2022-02-21,HP,12378067
2022-02-21,NL,1523900
2022-02-21,MH,154117809
2022-02-21,LA,440700
2022-02-21,UP,283678391
2022-02-21,AS,43017468
2022-02-21,LD,118550
2022-02-21,JK,21382061
2022-02-21,JH,36515494
2022-02-21,TN,97705959
2022-02-21,GA,2638894
2022-02-21,MN,2675795
2022-02-21,PB,38637328
2022-02-21,CG,36304302
2022-02-21,TR,5095504
2022-02-21,DN,1357058
2022-02-21,PY,1574712
2022-02-21,BR,118304519
2022-02-22,CG,36371686
2022-02-22,CG,36371686
2022-02-22,OR,60514718
2022-02-22,UP,284631592
2022-02-22,MH,154501629
2022-02-22,JK,21414861
2022-02-22,PY,1578914
2022-02-22,MH,154501629
2022-02-22,LD,118608
2022-02-22,CG,36371686
2022-02-22,KL,52383509
2022-02-22,BR,118606457
2022-02-22,MP,113276649
2022-02-22,AS,43078683
2022-02-22,RJ,98203516
2022-02-22,TR,5100397
2022-02-22,AP,84616649
2022-02-22,WB,129933408
2022-02-22,GJ,102463145
2022-02-22,MP,113276649
2022-02-22,UP,284631592
2022-02-22,MN,2680636
2022-02-22,CG,36371686
2022-02-22,MZ,1490040
2022-02-22,PY,1578914
2022-02-22,MN,2680636
2022-02-22,CH,2028474
2022-02-22,TG,57893073
2022-02-22,OR,60514718
2022-02-22,KL,52383509
2022-02-22,BR,118606457
2022-02-22,AS,43078683
2022-02-22,MP,113276649
2022-02-22,SK,1103753
2022-02-22,NL,1528170
2022-02-22,AP,84616649
2022-02-22,UP,284631592
2022-02-22,HP,12386004
2022-02-22,ML,2343966
2022-02-22,AS,43078683
2022-02-22,DL,31133672
2022-02-22,ML,2343966
2022-02-22,KA,99955471
2022-02-22,BR,118606457
2022-02-22,AR,1627261
2022-02-22,PY,1578914
2022-02-22,GA,2639629
2022-02-22,DL,31133672
2022-02-22,ML,2343966
2022-02-22,KA,99955471
2022-02-22,NL,1528170
2022-02-22,LD,118608
2022-02-22,JK,21414861
2022-02-22,CH,2028474
2022-02-22,PB,38717760
2022-02-22,KL,52383509
2022-02-22,DN,1357796
2022-02-22,DN,1357796
2022-02-22,UT,16809222
2022-02-22,GA,2639629
2022-02-22,HP,12386004
2022-02-22,AN,657217
2022-02-22,TN,97860186
2022-02-22,MZ,1490040
2022-02-22,GA,2639629
2022-02-22,MH,154501629
2022-02-22,JK,21414861
2022-02-22,SK,1103753
2022-02-22,AP,84616649
2022-02-22,UT,16809222
2022-02-22,DL,31133672
2022-02-22,TG,57893073
2022-02-22,JH,36603814
2022-02-22,JK,21414861
2022-02-22,HP,12386004
2022-02-22,LA,441203
2022-02-22,UT,16809222
2022-02-22,WB,129933408
2022-02-22,AP,84616649
2022-02-22,DN,1357796
2022-02-22,WB,129933408
2022-02-22,MZ,1490040
